x = 1.60, y = 3.21, angle = 220x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.02, angle = 290
x = 3.69, y = 1.03, angle = 290
x = 3.70, y = 1.05, angle = 290
x = 3.71, y = 1.07, angle = 290
x = 3.71, y = 1.09, angle = 290
x = 3.72, y = 1.11, angle = 288
x = 3.72, y = 1.12, angle = 285
x = 3.73, y = 1.14, angle = 282
x = 3.73, y = 1.15, angle = 280
x = 3.73, y = 1.17, angle = 277
x = 3.73, y = 1.19, angle = 274
x = 3.74, y = 1.20, angle = 272
x = 3.74, y = 1.22, angle = 269
x = 3.74, y = 1.24, angle = 266
x = 3.73, y = 1.25, angle = 264
x = 3.73, y = 1.27, angle = 264
x = 3.73, y = 1.29, angle = 264
x = 3.73, y = 1.31, angle = 264
x = 3.73, y = 1.33, angle = 264
x = 3.72, y = 1.35, angle = 264
x = 3.72, y = 1.37, angle = 264
x = 3.72, y = 1.39, angle = 264
x = 3.72, y = 1.42, angle = 264
x = 3.72, y = 1.43, angle = 266
x = 3.72, y = 1.45, angle = 269
x = 3.72, y = 1.46, angle = 272
x = 3.72, y = 1.48, angle = 272
x = 3.72, y = 1.51, angle = 272
x = 3.72, y = 1.53, angle = 272
x = 3.72, y = 1.55, angle = 272
x = 3.72, y = 1.57, angle = 272
x = 3.72, y = 1.59, angle = 272
x = 3.72, y = 1.61, angle = 272
x = 3.72, y = 1.63, angle = 272
x = 3.72, y = 1.65, angle = 272
x = 3.72, y = 1.67, angle = 272
x = 3.72, y = 1.69, angle = 272
x = 3.73, y = 1.71, angle = 272
x = 3.73, y = 1.73, angle = 272
x = 3.73, y = 1.75, angle = 272
x = 3.73, y = 1.77, angle = 272
x = 3.73, y = 1.79, angle = 272
x = 3.73, y = 1.81, angle = 272
x = 3.73, y = 1.83, angle = 272
x = 3.73, y = 1.85, angle = 272
x = 3.73, y = 1.87, angle = 272
x = 3.73, y = 1.89, angle = 272
x = 3.73, y = 1.91, angle = 272
x = 3.73, y = 1.94, angle = 272
x = 3.74, y = 1.96, angle = 272
x = 3.74, y = 1.98, angle = 272
x = 3.74, y = 2.00, angle = 272
x = 3.74, y = 2.02, angle = 272
x = 3.74, y = 2.04, angle = 272
x = 3.74, y = 2.06, angle = 272
x = 3.74, y = 2.08, angle = 272
x = 3.74, y = 2.10, angle = 272
x = 3.74, y = 2.12, angle = 272
x = 3.74, y = 2.14, angle = 272
x = 3.74, y = 2.16, angle = 272
x = 3.74, y = 2.18, angle = 272
x = 3.74, y = 2.20, angle = 272
x = 3.75, y = 2.22, angle = 269
x = 3.74, y = 2.23, angle = 266
x = 3.74, y = 2.25, angle = 264
x = 3.74, y = 2.27, angle = 261
x = 3.74, y = 2.28, angle = 258
x = 3.73, y = 2.30, angle = 256
x = 3.73, y = 2.31, angle = 253
x = 3.73, y = 2.33, angle = 250
x = 3.72, y = 2.35, angle = 248
x = 3.71, y = 2.36, angle = 245
x = 3.71, y = 2.37, angle = 242
x = 3.70, y = 2.39, angle = 240
x = 3.69, y = 2.40, angle = 237
x = 3.68, y = 2.42, angle = 234
x = 3.67, y = 2.43, angle = 232
x = 3.66, y = 2.44, angle = 229
x = 3.65, y = 2.45, angle = 226
x = 3.64, y = 2.47, angle = 226
x = 3.62, y = 2.48, angle = 226
x = 3.61, y = 2.50, angle = 226
x = 3.59, y = 2.51, angle = 226
x = 3.58, y = 2.53, angle = 226
x = 3.57, y = 2.54, angle = 226
x = 3.55, y = 2.56, angle = 226
x = 3.54, y = 2.57, angle = 226
x = 3.52, y = 2.59, angle = 226
x = 3.51, y = 2.60, angle = 226
x = 3.50, y = 2.62, angle = 226
x = 3.48, y = 2.63, angle = 226
x = 3.47, y = 2.65, angle = 226
x = 3.46, y = 2.66, angle = 229
x = 3.44, y = 2.68, angle = 229
x = 3.43, y = 2.69, angle = 229
x = 3.42, y = 2.71, angle = 229
x = 3.40, y = 2.72, angle = 229
x = 3.39, y = 2.74, angle = 229
x = 3.38, y = 2.75, angle = 229
x = 3.36, y = 2.77, angle = 229
x = 3.35, y = 2.79, angle = 229
x = 3.34, y = 2.80, angle = 229
x = 3.32, y = 2.82, angle = 229
x = 3.31, y = 2.83, angle = 229
x = 3.30, y = 2.85, angle = 229
x = 3.28, y = 2.86, angle = 229
x = 3.27, y = 2.88, angle = 229
x = 3.26, y = 2.89, angle = 229
x = 3.24, y = 2.91, angle = 229
x = 3.23, y = 2.92, angle = 226
x = 3.22, y = 2.93, angle = 224
x = 3.21, y = 2.95, angle = 221
x = 3.20, y = 2.96, angle = 218
x = 3.18, y = 2.97, angle = 216
x = 3.17, y = 2.98, angle = 213
x = 3.16, y = 2.98, angle = 210
x = 3.14, y = 2.99, angle = 208
x = 3.13, y = 3.00, angle = 205
x = 3.11, y = 3.01, angle = 202
x = 3.10, y = 3.01, angle = 200
x = 3.08, y = 3.02, angle = 200
x = 3.06, y = 3.03, angle = 200
x = 3.04, y = 3.03, angle = 200
x = 3.02, y = 3.04, angle = 200
x = 3.00, y = 3.05, angle = 200
x = 2.98, y = 3.05, angle = 200
x = 2.97, y = 3.06, angle = 197
x = 2.95, y = 3.06, angle = 194
x = 2.94, y = 3.07, angle = 192
x = 2.92, y = 3.07, angle = 189
x = 2.90, y = 3.07, angle = 186
x = 2.89, y = 3.07, angle = 184
x = 2.87, y = 3.08, angle = 181
x = 2.85, y = 3.08, angle = 181
x = 2.83, y = 3.08, angle = 181
x = 2.81, y = 3.08, angle = 181
x = 2.79, y = 3.08, angle = 181
x = 2.77, y = 3.08, angle = 181
x = 2.75, y = 3.08, angle = 181
x = 2.73, y = 3.08, angle = 181
x = 2.71, y = 3.08, angle = 181
x = 2.69, y = 3.08, angle = 181
x = 2.67, y = 3.08, angle = 181
x = 2.65, y = 3.08, angle = 181
x = 2.63, y = 3.08, angle = 181
x = 2.61, y = 3.08, angle = 181
x = 2.58, y = 3.08, angle = 181
x = 2.56, y = 3.08, angle = 181
x = 2.54, y = 3.08, angle = 181
x = 2.52, y = 3.08, angle = 181
x = 2.50, y = 3.08, angle = 181
x = 2.48, y = 3.09, angle = 181
x = 2.46, y = 3.09, angle = 181
x = 2.45, y = 3.09, angle = 178
x = 2.43, y = 3.09, angle = 176
x = 2.41, y = 3.08, angle = 173
x = 2.40, y = 3.08, angle = 170
x = 2.38, y = 3.08, angle = 168
x = 2.36, y = 3.07, angle = 165
x = 2.35, y = 3.07, angle = 162
x = 2.33, y = 3.07, angle = 160
x = 2.32, y = 3.06, angle = 157
x = 2.30, y = 3.05, angle = 154
x = 2.29, y = 3.05, angle = 152
x = 2.27, y = 3.04, angle = 149
x = 2.26, y = 3.03, angle = 146
x = 2.25, y = 3.02, angle = 144
x = 2.23, y = 3.01, angle = 141
x = 2.22, y = 3.00, angle = 138
x = 2.21, y = 2.99, angle = 136
x = 2.20, y = 2.98, angle = 133
x = 2.19, y = 2.96, angle = 130
x = 2.18, y = 2.95, angle = 128
x = 2.17, y = 2.94, angle = 125
x = 2.16, y = 2.93, angle = 122
x = 2.15, y = 2.91, angle = 120
x = 2.14, y = 2.90, angle = 117
x = 2.13, y = 2.88, angle = 114
x = 2.13, y = 2.87, angle = 112
x = 2.12, y = 2.85, angle = 109
x = 2.12, y = 2.84, angle = 106
x = 2.11, y = 2.82, angle = 104
x = 2.11, y = 2.81, angle = 101
x = 2.11, y = 2.79, angle = 98
x = 2.10, y = 2.77, angle = 96
x = 2.10, y = 2.76, angle = 93
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
